#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:O15381	intact:EBI-25475891	intact:EBI-721638|uniprotkb:B4DMC4|uniprotkb:B4DP98|uniprotkb:Q96EM7	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:nvl_human(display_long)|uniprotkb:NVL(gene name)|psi-mi:NVL(display_short)|uniprotkb:NVL2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:O15226	intact:EBI-25475891	intact:EBI-766011|uniprotkb:G3V1N1|uniprotkb:Q4VC41|uniprotkb:Q9UJ91	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:nkrf_human(display_long)|uniprotkb:Transcription factor NRF(gene name synonym)|uniprotkb:Protein ITBA4(gene name synonym)|uniprotkb:NKRF(gene name)|psi-mi:NKRF(display_short)|uniprotkb:ITBA4(gene name synonym)|uniprotkb:NRF(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:O76021	intact:EBI-25475891	intact:EBI-358028|uniprotkb:B4DJ58|uniprotkb:D3DUG7|uniprotkb:Q9Y3Z9|uniprotkb:Q2M1T7|uniprotkb:Q6PL22|uniprotkb:Q8IWS7|uniprotkb:Q8WUZ1|uniprotkb:Q9HDA9	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:rl1d1_human(display_long)|uniprotkb:RSL1D1(gene name)|psi-mi:RSL1D1(display_short)|uniprotkb:CSIG(gene name synonym)|uniprotkb:PBK1(gene name synonym)|uniprotkb:CATX11(gene name synonym)|uniprotkb:L12(orf name)|uniprotkb:Cellular senescence-inhibited gene protein(gene name synonym)|uniprotkb:Protein PBK1(gene name synonym)|uniprotkb:CATX-11(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:Q15020	intact:EBI-25475891	intact:EBI-308619|uniprotkb:B7ZKM0|intact:EBI-11138149|uniprotkb:Q2M2H0|uniprotkb:Q58F06|uniprotkb:Q8IUS1|uniprotkb:Q96J95|uniprotkb:A8K2E4	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:sart3_human(display_long)|uniprotkb:KIAA0156(gene name synonym)|uniprotkb:SART3(gene name)|psi-mi:SART3(display_short)|uniprotkb:TIP110(gene name synonym)|uniprotkb:Tat-interacting protein of 110 kDa(gene name synonym)|uniprotkb:p110 nuclear RNA-binding protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:P42696	intact:EBI-25475891	intact:EBI-2954772|uniprotkb:Q8N2Z8|uniprotkb:Q9H5A1|uniprotkb:A8K8J7	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:rbm34_human(display_long)|uniprotkb:RBM34(gene name)|psi-mi:RBM34(display_short)|uniprotkb:KIAA0117(gene name synonym)|uniprotkb:RNA-binding motif protein 34(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:O75934	intact:EBI-25475891	intact:EBI-1050106|uniprotkb:Q6FGS0	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:spf27_human(display_long)|uniprotkb:Spliceosome-associated protein SPF 27(gene name synonym)|uniprotkb:Breast carcinoma-amplified sequence 2(gene name synonym)|uniprotkb:DNA amplified in mammary carcinoma 1 protein(gene name synonym)|uniprotkb:BCAS2(gene name)|psi-mi:BCAS2(display_short)|uniprotkb:DAM1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:Q5SSJ5	intact:EBI-25475891	intact:EBI-2880687|uniprotkb:Q5SWC6|uniprotkb:Q6PIM9|uniprotkb:B3KMZ8|uniprotkb:A8K5D7|uniprotkb:Q8NDF0|uniprotkb:Q05BI0|uniprotkb:B4E210|uniprotkb:A6NI71|uniprotkb:Q9UHY0|uniprotkb:Q5SSJ6	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:hp1b3_human(display_long)|uniprotkb:HP1BP3(gene name)|psi-mi:HP1BP3(display_short)|uniprotkb:Protein HP1-BP74(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:Q13523	intact:EBI-25475891	intact:EBI-395940|uniprotkb:Q5TAY8|uniprotkb:A8K5C9|uniprotkb:Q5D0F6|uniprotkb:Q8IVC3|intact:EBI-1058380|uniprotkb:Q8TDP2|uniprotkb:Q96QT7|uniprotkb:Q9UEE6	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:prp4b_human(display_long)|uniprotkb:PRPF4B(gene name)|psi-mi:PRPF4B(display_short)|uniprotkb:KIAA0536(gene name synonym)|uniprotkb:PRP4(gene name synonym)|uniprotkb:PRP4H(gene name synonym)|uniprotkb:PRP4K(gene name synonym)|uniprotkb:PRP4 pre-mRNA-processing factor 4 homolog(gene name synonym)|uniprotkb:PRP4 kinase(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:O95104	intact:EBI-25475891	intact:EBI-2854897|uniprotkb:C9JLZ0|uniprotkb:Q6P1M5|uniprotkb:Q8N3I8|uniprotkb:Q9ULP8|uniprotkb:Q0P5W8|uniprotkb:Q9UFM1	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:scaf4_human(display_long)|uniprotkb:SCAF4(gene name)|psi-mi:SCAF4(display_short)|uniprotkb:Splicing factor, arginine/serine-rich 15(gene name synonym)|uniprotkb:SFRS15(gene name synonym)|uniprotkb:KIAA1172(gene name synonym)|uniprotkb:CTD-binding SR-like protein RA4(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:P40938	intact:EBI-25475891	intact:EBI-1055010|uniprotkb:C9JU95|intact:EBI-2512011|uniprotkb:O15252|intact:EBI-1169853|uniprotkb:Q5W0E8	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:rfc3_human(display_long)|uniprotkb:RFC3(gene name)|psi-mi:RFC3(display_short)|uniprotkb:Activator 1 subunit 3(gene name synonym)|uniprotkb:Replication factor C 38 kDa subunit(gene name synonym)|uniprotkb:Activator 1 38 kDa subunit(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:Q14137	intact:EBI-25475891	intact:EBI-1050828|uniprotkb:Q96Q25|uniprotkb:Q969Z6|uniprotkb:Q96IS8|uniprotkb:Q9BSA7|uniprotkb:Q9BVM0	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:bop1_human(display_long)|uniprotkb:Block of proliferation 1 protein(gene name synonym)|uniprotkb:BOP1(gene name)|psi-mi:BOP1(display_short)|uniprotkb:KIAA0124(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:Q9BZE4	intact:EBI-25475891	intact:EBI-1056249|uniprotkb:B4DY13|uniprotkb:B7Z7A3|uniprotkb:Q5T3R8|uniprotkb:O95446|uniprotkb:Q9NVJ8|uniprotkb:B3KMC5	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:nog1_human(display_long)|uniprotkb:GTPBP4(gene name)|psi-mi:GTPBP4(display_short)|uniprotkb:CRFG(gene name synonym)|uniprotkb:NOG1(gene name synonym)|uniprotkb:Chronic renal failure gene protein(gene name synonym)|uniprotkb:GTP-binding protein NGB(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:Q92974	intact:EBI-25475891	intact:EBI-302405|uniprotkb:D3DVA6|uniprotkb:Q5VY92|uniprotkb:Q8TDA3|uniprotkb:Q8WUG4|uniprotkb:Q9H023|intact:EBI-1045693|uniprotkb:O75142|uniprotkb:Q15079	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:arhg2_human(display_long)|uniprotkb:ARHGEF2(gene name)|psi-mi:ARHGEF2(display_short)|uniprotkb:KIAA0651(gene name synonym)|uniprotkb:LFP40(gene name synonym)|uniprotkb:Guanine nucleotide exchange factor H1(gene name synonym)|uniprotkb:Microtubule-regulated Rho-GEF(gene name synonym)|uniprotkb:Proliferating cell nucleolar antigen p40(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:Q12788	intact:EBI-25475891	intact:EBI-715766|uniprotkb:Q59GD6|uniprotkb:Q8IVB7|intact:EBI-749106|uniprotkb:Q96A78	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:tbl3_human(display_long)|uniprotkb:WD repeat-containing protein SAZD(gene name synonym)|uniprotkb:TBL3(gene name)|psi-mi:TBL3(display_short)|uniprotkb:SAZD(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:Q9HC36	intact:EBI-25475891	intact:EBI-1045440|uniprotkb:Q53GN1|uniprotkb:Q86VC3|uniprotkb:Q96F76|uniprotkb:Q9NVQ5	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:mrm3_human(display_long)|uniprotkb:MRM3(gene name)|psi-mi:MRM3(display_short)|uniprotkb:"16S rRNA (guanosine(1370)-2'-O)-methyltransferase"(gene name synonym)|uniprotkb:16S rRNA [Gm1370] 2'-O-methyltransferase(gene name synonym)|uniprotkb:RNA methyltransferase-like protein 1(gene name synonym)|uniprotkb:RNMTL1(gene name synonym)|uniprotkb:HC90(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:Q9UNQ2	intact:EBI-25475891	intact:EBI-395738|uniprotkb:O76025|uniprotkb:Q9BU77|uniprotkb:Q9UES1	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:dim1_human(display_long)|uniprotkb:DIMT1L(gene name synonym)|uniprotkb:DIM1 dimethyladenosine transferase 1 homolog(gene name synonym)|uniprotkb:DIM1 dimethyladenosine transferase 1-like(gene name synonym)|uniprotkb:HUSSY-05(orf name)|uniprotkb:"Probable 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase"(gene name synonym)|uniprotkb:Probable 18S rRNA dimethylase(gene name synonym)|uniprotkb:DIMT1(gene name)|psi-mi:DIMT1(display_short)|uniprotkb:"Probable S-adenosylmethionine-6-N',N'-adenosyl(rRNA) dimethyltransferase"(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449632	uniprotkb:O00411	intact:EBI-25475891	intact:EBI-355145|uniprotkb:O60370	psi-mi:p0dtd1-pro_0000449632(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:rpom_human(display_long)|uniprotkb:POLRMT(gene name)|psi-mi:POLRMT(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509874|imex:IM-27901-15	intact-miscore:0.35
uniprotkb:P61158	uniprotkb:P0DTD1-PRO_0000449633	intact:EBI-351428|uniprotkb:Q53QM2|uniprotkb:P32391	intact:EBI-25492395	psi-mi:arp3_human(display_long)|uniprotkb:ACTR3(gene name)|psi-mi:ACTR3(display_short)|uniprotkb:ARP3(gene name synonym)|uniprotkb:Actin-like protein 3(gene name synonym)	psi-mi:p0dtd1-pro_0000449633(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509935|imex:IM-27901-17	intact-miscore:0.40
uniprotkb:P0DTC2	uniprotkb:P62269	intact:EBI-25474821	intact:EBI-352451|uniprotkb:Q5SUJ3|uniprotkb:P25232|uniprotkb:Q6IPF8	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:rs18_human(display_long)|uniprotkb:RPS18(gene name)|psi-mi:RPS18(display_short)|uniprotkb:D6S218E(gene name synonym)|uniprotkb:Ke-3(gene name synonym)|uniprotkb:Small ribosomal subunit protein uS13(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509945|imex:IM-27901-89	intact-miscore:0.35
uniprotkb:P0DTC2	uniprotkb:Q96N67	intact:EBI-25474821	intact:EBI-2433703|intact:EBI-7303260|intact:MINT-1683616|uniprotkb:Q96NI0|uniprotkb:Q00M63|uniprotkb:Q2PPY7|uniprotkb:Q45RE8|uniprotkb:Q45RE9|uniprotkb:Q5T1B9|uniprotkb:Q5T1C0|uniprotkb:Q6ZV32|uniprotkb:Q8TB82|uniprotkb:Q96NG6|uniprotkb:Q9C092	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:dock7_human(display_long)|uniprotkb:DOCK7(gene name)|psi-mi:DOCK7(display_short)|uniprotkb:KIAA1771(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509945|imex:IM-27901-89	intact-miscore:0.35
uniprotkb:P0DTC2	uniprotkb:P63244	intact:EBI-25474821	intact:EBI-296739|uniprotkb:D3DWS0|intact:EBI-923003|uniprotkb:B3KTJ0|uniprotkb:Q53HU2|uniprotkb:Q5J8M6|uniprotkb:Q5VLR4|uniprotkb:Q6FH47|intact:EBI-2559282|uniprotkb:P25388|uniprotkb:P99049	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:rack1_human(display_long)|uniprotkb:Small ribosomal subunit protein RACK1(gene name synonym)|uniprotkb:HLC7(orf name)|uniprotkb:PIG21(orf name)|uniprotkb:RACK1(gene name)|psi-mi:RACK1(display_short)|uniprotkb:Cell proliferation-inducing gene 21 protein(gene name synonym)|uniprotkb:GNB2L1(gene name synonym)|uniprotkb:Guanine nucleotide-binding protein subunit beta-2-like 1(gene name synonym)|uniprotkb:Guanine nucleotide-binding protein subunit beta-like protein 12.3(gene name synonym)|uniprotkb:Human lung cancer oncogene 7 protein(gene name synonym)|uniprotkb:Receptor for activated C kinase(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509945|imex:IM-27901-89	intact-miscore:0.35
uniprotkb:P0DTC2	uniprotkb:P40227	intact:EBI-25474821	intact:EBI-356687|intact:EBI-5912031|uniprotkb:A6NCD2|uniprotkb:Q96S46|uniprotkb:Q3KP28|uniprotkb:Q75LP4	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:tcpz_human(display_long)|uniprotkb:CCT6A(gene name)|psi-mi:CCT6A(display_short)|uniprotkb:CCT6(gene name synonym)|uniprotkb:CCTZ(gene name synonym)|uniprotkb:CCT-zeta-1(gene name synonym)|uniprotkb:Tcp20(gene name synonym)|uniprotkb:HTR3(gene name synonym)|uniprotkb:Acute morphine dependence-related protein 2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509945|imex:IM-27901-89	intact-miscore:0.35
uniprotkb:P0DTC2	uniprotkb:P07195	intact:EBI-25474821	intact:EBI-358748	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:ldhb_human(display_long)|uniprotkb:LDHB(gene name)|psi-mi:LDHB(display_short)|uniprotkb:LDH heart subunit(gene name synonym)|uniprotkb:Renal carcinoma antigen NY-REN-46(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509945|imex:IM-27901-89	intact-miscore:0.35
uniprotkb:P0DTC2	uniprotkb:P08621	intact:EBI-25474821	intact:EBI-1049228|dip:DIP-29406N|uniprotkb:B3KUA3|uniprotkb:P78493|uniprotkb:P78494|uniprotkb:Q15364|uniprotkb:Q15686|uniprotkb:Q15687|uniprotkb:Q15689|uniprotkb:Q99377|uniprotkb:Q9UE45|uniprotkb:Q9UE46|uniprotkb:Q9UE47|uniprotkb:Q9UE48|uniprotkb:Q9UFQ6|intact:EBI-3190943	psi-mi:spike_sars2-1(display_long)|uniprotkb:S(gene name)|psi-mi:S(display_short)|uniprotkb:E2(gene name synonym)|uniprotkb:Peplomer protein(gene name synonym)|uniprotkb:2(orf name)	psi-mi:ru17_human(display_long)|uniprotkb:SNRNP70(gene name)|psi-mi:SNRNP70(display_short)|uniprotkb:RPU1(gene name synonym)|uniprotkb:U1AP1(gene name synonym)|uniprotkb:RNPU1Z(gene name synonym)|uniprotkb:SNRP70(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liang et al. (2020)	pubmed:unassigned2359|imex:IM-27901	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25509945|imex:IM-27901-89	intact-miscore:0.35
